SID,Age,Sex,Language,Location,Experimenter,Coder,Exclude,Exclusion_reason,Knower_level,Task,Trial_number,Task_item,Response,Correct,Mem_check_1,Mem_check_2,Counted,Notes,Exclude_trial,Exclude_trial_reason, , , , , 
030119-SW,3.455167693,M,English,Tigger Too,AP,SLu,0,0,CP,Give_N,4,4,4,1,NA,NA,1,,,,,,,,
030119-SW,3.455167693,M,English,Tigger Too,AP,SLu,0,0,CP,Give_N,5,5,5,1,NA,NA,1,,,,,,,,
030119-SW,3.455167693,M,English,Tigger Too,AP,SLu,0,0,CP,Give_N,6,6,6,1,NA,NA,1,,,,,,,,
030119-SW,3.455167693,M,English,Tigger Too,AP,SLu,0,0,CP,Give_N,7,6,6,1,NA,NA,1,,,,,,,,
030119-SW,3.455167693,M,English,Tigger Too,AP,SLu,0,0,CP,Give_N,8,NA,NA,NA,NA,NA,NA,,1,no data,,,,,
030119-SW,3.455167693,M,English,Tigger Too,AP,SLu,0,0,CP,Give_N,9,NA,NA,NA,NA,NA,NA,,1,no data,,,,,
030119-SW,3.455167693,M,English,Tigger Too,AP,SLu,0,0,CP,Give_N,10,NA,NA,NA,NA,NA,NA,,1,no data,,,,,
030119-SW,3.455167693,M,English,Tigger Too,AP,SLu,0,0,CP,Give_N,11,NA,NA,NA,NA,NA,NA,,1,no data,,,,,
030119-SW,3.455167693,M,English,Tigger Too,AP,SLu,0,0,CP,Give_N,12,NA,NA,NA,NA,NA,NA,,1,no data,,,,,
030119-SW,3.455167693,M,English,Tigger Too,AP,SLu,0,0,CP,Give_N,13,NA,NA,NA,NA,NA,NA,,1,no data,,,,,
030119-SW,3.455167693,M,English,Tigger Too,AP,SLu,0,0,CP,Highest_count,NA,NA,12,NA,NA,NA,NA,,0,,,,,,
030119-SW,3.455167693,M,English,Tigger Too,AP,SLu,0,0,CP,HC_error,NA,NA,14,NA,NA,NA,NA,,,,,,,,
030419-A,2.767967146,F,English,Lighthouse Canada,RMS,SLu,0,,1,SF,Training,0,1,1,0,0,NA,,,,,,,,
030419-A,2.767967146,F,English,Lighthouse Canada,RMS,SLu,0,0,1,SF,1,1,3,0,1,,NA,,,,,,,,
030419-A,2.767967146,F,English,Lighthouse Canada,RMS,SLu,0,0,1,SF,2,3,4,1,1,,NA,,,,,,,,
030419-A,2.767967146,F,English,Lighthouse Canada,RMS,SLu,0,0,1,SF,3,5,7,0,1,,NA,,,,,,,,
030419-A,2.767967146,F,English,Lighthouse Canada,RMS,SLu,0,0,1,SF,4,2,4,0,0,0,NA,,,,,,,,
030419-A,2.767967146,F,English,Lighthouse Canada,RMS,SLu,0,0,1,SF,5,4,5,1,0,1,NA,,,,,,,,
030419-A,2.767967146,F,English,Lighthouse Canada,RMS,SLu,0,0,1,SF,6,3,4,1,1,,NA,,,,,,,,
030419-A,2.767967146,F,English,Lighthouse Canada,RMS,SLu,0,0,1,SF,7,5,7,0,0,1,NA,,,,,,,,
030419-A,2.767967146,F,English,Lighthouse Canada,RMS,SLu,0,0,1,SF,8,1,3,0,0,1,NA,,,,,,,,
030419-A,2.767967146,F,English,Lighthouse Canada,RMS,SLu,0,0,1,SF,9,2,4,0,0,1,NA,,,,,,,,
030419-A,2.767967146,F,English,Lighthouse Canada,RMS,SLu,0,0,1,SF,10,4,5,1,1,,NA,,,,,,,,
030419-A,2.767967146,F,English,Lighthouse Canada,RMS,SLu,0,0,1,Give_N,1,1,1,1,NA,NA,0,,,,,,,,
030419-A,2.767967146,F,English,Lighthouse Canada,RMS,SLu,0,0,1,Give_N,2,2,2,1,NA,NA,0,,,,,,,,
030419-A,2.767967146,F,English,Lighthouse Canada,RMS,SLu,0,0,1,Give_N,3,3,4,0,NA,NA,0,,,,,,,,
030419-A,2.767967146,F,English,Lighthouse Canada,RMS,SLu,0,0,1,Give_N,4,2,3,0,NA,NA,0,,,,,,,,
030419-A,2.767967146,F,English,Lighthouse Canada,RMS,SLu,0,0,1,Give_N,5,1,3->1,0,NA,NA,0,,,,,,,,
030419-A,2.767967146,F,English,Lighthouse Canada,RMS,SLu,0,0,1,Give_N,6,2,10,0,NA,NA,0,,,,,,,,
030419-A,2.767967146,F,English,Lighthouse Canada,RMS,SLu,0,0,1,Give_N,7,1,10,0,NA,NA,0,,,,,,,,
030419-A,2.767967146,F,English,Lighthouse Canada,RMS,SLu,0,0,1,Give_N,8,NA,NA,NA,NA,NA,NA,,1,no data,,,,,
030419-A,2.767967146,F,English,Lighthouse Canada,RMS,SLu,0,0,1,Give_N,9,NA,NA,NA,NA,NA,NA,,1,no data,,,,,
030419-A,2.767967146,F,English,Lighthouse Canada,RMS,SLu,0,0,1,Give_N,10,NA,NA,NA,NA,NA,NA,,1,no data,,,,,
030419-A,2.767967146,F,English,Lighthouse Canada,RMS,SLu,0,0,1,Give_N,11,NA,NA,NA,NA,NA,NA,,1,no data,,,,,
030419-A,2.767967146,F,English,Lighthouse Canada,RMS,SLu,0,0,1,Give_N,12,NA,NA,NA,NA,NA,NA,,1,no data,,,,,
030419-A,2.767967146,F,English,Lighthouse Canada,RMS,SLu,0,0,1,Give_N,13,NA,NA,NA,NA,NA,NA,,1,no data,,,,,
030419-A,2.767967146,F,English,Lighthouse Canada,RMS,SLu,0,0,1,Highest_count,NA,NA,11,NA,NA,NA,NA,child counted from 2-11,0,,,,,,
030419-A,2.767967146,F,English,Lighthouse Canada,RMS,SLu,0,0,1,HC_error,NA,NA,NA,NA,NA,NA,NA,child counted from 2-11,,,,,,,
030419-C,2.611909651,F,English,Beaufort,AP,SLu,1,Did not understand,2,SF,Training,0,1,1,0,0,NA,,,,,,,,
030419-C,2.611909651,F,English,Beaufort,AP,SLu,1,Did not understand,2,SF,1,1,3,0,0,1,NA,,,,,,,,
030419-C,2.611909651,F,English,Beaufort,AP,SLu,1,Did not understand,2,SF,2,3,5,0,1,,NA,,,,,,,,
030419-C,2.611909651,F,English,Beaufort,AP,SLu,1,Did not understand,2,SF,3,5,6,1,0,0,NA,,,,,,,,
030419-C,2.611909651,F,English,Beaufort,AP,SLu,1,Did not understand,2,SF,4,2,4,0,1,,NA,,,,,,,,
030419-C,2.611909651,F,English,Beaufort,AP,SLu,1,Did not understand,2,SF,5,4,5,1,0,0,NA,,,,,,,,
030419-C,2.611909651,F,English,Beaufort,AP,SLu,1,Did not understand,2,SF,6,3,4,1,0,0,NA,,,,,,,,
030419-C,2.611909651,F,English,Beaufort,AP,SLu,1,Did not understand,2,SF,7,5,7,0,0,0,NA,,,,,,,,
030419-C,2.611909651,F,English,Beaufort,AP,SLu,1,Did not understand,2,SF,8,1,3,0,0,0,NA,,,,,,,,
030419-C,2.611909651,F,English,Beaufort,AP,SLu,1,Did not understand,2,SF,9,2,3,1,0,0,NA,,,,,,,,
030419-C,2.611909651,F,English,Beaufort,AP,SLu,1,Did not understand,2,SF,10,4,6,0,0,0,NA,,,,,,,,
030419-C,2.611909651,F,English,Beaufort,AP,SLu,1,Did not understand,2,Give_N,1,1,1,1,NA,NA,0,,,,,,,,
030419-C,2.611909651,F,English,Beaufort,AP,SLu,1,Did not understand,2,Give_N,2,2,2,1,NA,NA,0,,,,,,,,
030419-C,2.611909651,F,English,Beaufort,AP,SLu,1,Did not understand,2,Give_N,3,3,3,1,NA,NA,0,,,,,,,,
030419-C,2.611909651,F,English,Beaufort,AP,SLu,1,Did not understand,2,Give_N,4,4,3,0,NA,NA,0,,,,,,,,
030419-C,2.611909651,F,English,Beaufort,AP,SLu,1,Did not understand,2,Give_N,5,3,4,0,NA,NA,0,,,,,,,,
030419-C,2.611909651,F,English,Beaufort,AP,SLu,1,Did not understand,2,Give_N,6,2,2,1,NA,NA,0,,,,,,,,
030419-C,2.611909651,F,English,Beaufort,AP,SLu,1,Did not understand,2,Give_N,7,3,3,1,NA,NA,0,,,,,,,,
030419-C,2.611909651,F,English,Beaufort,AP,SLu,1,Did not understand,2,Give_N,8,2,4,0,NA,NA,0,,,,,,,,
030419-C,2.611909651,F,English,Beaufort,AP,SLu,1,Did not understand,2,Give_N,9,NA,NA,NA,NA,NA,NA,,1,no data,,,,,
030419-C,2.611909651,F,English,Beaufort,AP,SLu,1,Did not understand,2,Give_N,10,NA,NA,NA,NA,NA,NA,,1,no data,,,,,
030419-C,2.611909651,F,English,Beaufort,AP,SLu,1,Did not understand,2,Give_N,11,NA,NA,NA,NA,NA,NA,,1,no data,,,,,
030419-C,2.611909651,F,English,Beaufort,AP,SLu,1,Did not understand,2,Give_N,12,NA,NA,NA,NA,NA,NA,,1,no data,,,,,
030419-C,2.611909651,F,English,Beaufort,AP,SLu,1,Did not understand,2,Give_N,13,NA,NA,NA,NA,NA,NA,,1,no data,,,,,
030419-C,2.611909651,F,English,Beaufort,AP,SLu,1,Did not understand,2,Highest_count,NA,NA,1,NA,NA,NA,NA,,0,,,,,,
030419-C,2.611909651,F,English,Beaufort,AP,SLu,1,Did not understand,2,HC_error,NA,NA,NR,NA,NA,NA,NA,,,,,,,,
030419-E,2.444900753,M,English,Beaufort,AP,SLu,1,not old enough and DNF,DNF,SF,Training,0,2,0,0,1,NA,,,,,,,,
030419-E,2.444900753,M,English,Beaufort,AP,SLu,1,not old enough and DNF,DNF,SF,1,1,2,1,0,0,NA,,,,,,,,
030419-E,2.444900753,M,English,Beaufort,AP,SLu,1,not old enough and DNF,DNF,SF,2,3,5,0,0,0,NA,,,,,,,,
030419-E,2.444900753,M,English,Beaufort,AP,SLu,1,not old enough and DNF,DNF,SF,3,5,6,1,0,0,NA,,,,,,,,
030419-E,2.444900753,M,English,Beaufort,AP,SLu,1,not old enough and DNF,DNF,SF,4,2,4,0,1,NA,NA,,,,,,,,
030419-E,2.444900753,M,English,Beaufort,AP,SLu,1,not old enough and DNF,DNF,SF,5,4,5,1,1,NA,NA,,,,,,,,
030419-E,2.444900753,M,English,Beaufort,AP,SLu,1,not old enough and DNF,DNF,SF,6,3,4,1,0,0,NA,,,,,,,,
030419-E,2.444900753,M,English,Beaufort,AP,SLu,1,not old enough and DNF,DNF,SF,7,5,DNF,0,0,0,NA,,,,,,,,
030419-E,2.444900753,M,English,Beaufort,AP,SLu,1,not old enough and DNF,DNF,SF,8,1,NA,NA,NA,NA,NA,,1,no data,,,,,
030419-E,2.444900753,M,English,Beaufort,AP,SLu,1,not old enough and DNF,DNF,SF,9,2,DNF,0,NA,NA,NA,,,,,,,,
030419-E,2.444900753,M,English,Beaufort,AP,SLu,1,not old enough and DNF,DNF,SF,10,4,DNF,0,NA,NA,NA,,,,,,,,
030419-E,2.444900753,M,English,Beaufort,AP,SLu,1,not old enough and DNF,DNF,Give_N,1,NA,DNF,0,NA,NA,NA,,,,,,,,
030419-E,2.444900753,M,English,Beaufort,AP,SLu,1,not old enough and DNF,DNF,Give_N,2,NA,DNF,0,NA,NA,NA,,,,,,,,
030419-E,2.444900753,M,English,Beaufort,AP,SLu,1,not old enough and DNF,DNF,Give_N,3,NA,DNF,0,NA,NA,NA,,,,,,,,
030419-E,2.444900753,M,English,Beaufort,AP,SLu,1,not old enough and DNF,DNF,Give_N,4,NA,DNF,0,NA,NA,NA,,,,,,,,
030419-E,2.444900753,M,English,Beaufort,AP,SLu,1,not old enough and DNF,DNF,Give_N,5,NA,DNF,0,NA,NA,NA,,,,,,,,
030419-E,2.444900753,M,English,Beaufort,AP,SLu,1,not old enough and DNF,DNF,Give_N,6,NA,DNF,0,NA,NA,NA,,,,,,,,
030419-E,2.444900753,M,English,Beaufort,AP,SLu,1,not old enough and DNF,DNF,Give_N,7,NA,DNF,0,NA,NA,NA,,,,,,,,
030419-E,2.444900753,M,English,Beaufort,AP,SLu,1,not old enough and DNF,DNF,Give_N,8,NA,DNF,0,NA,NA,NA,,,,,,,,
030419-E,2.444900753,M,English,Beaufort,AP,SLu,1,not old enough and DNF,DNF,Give_N,9,NA,DNF,0,NA,NA,NA,,,,,,,,
030419-E,2.444900753,M,English,Beaufort,AP,SLu,1,not old enough and DNF,DNF,Give_N,10,NA,DNF,0,NA,NA,NA,,,,,,,,
030419-E,2.444900753,M,English,Beaufort,AP,SLu,1,not old enough and DNF,DNF,Give_N,11,NA,DNF,0,NA,NA,NA,,,,,,,,
030419-E,2.444900753,M,English,Beaufort,AP,SLu,1,not old enough and DNF,DNF,Give_N,12,NA,DNF,0,NA,NA,NA,,,,,,,,
030419-E,2.444900753,M,English,Beaufort,AP,SLu,1,not old enough and DNF,DNF,Give_N,13,NA,DNF,0,NA,NA,NA,,,,,,,,
030419-E,2.444900753,M,English,Beaufort,AP,SLu,1,not old enough and DNF,DNF,Highest_count,NA,NA,DNF,NA,NA,NA,NA,,0,,,,,,
030419-E,2.444900753,M,English,Beaufort,AP,SLu,1,not old enough and DNF,DNF,HC_error,NA,NA,DNF,NA,NA,NA,NA,,,,,,,,
030419-F,2.726899384,F,English,Tigger Too,RMS,SLu,0,,1,SF,Training,0,1,1,0,1,NA,,,,,,,,
030419-F,2.726899384,F,English,Tigger Too,RMS,SLu,0,0,1,SF,1,1,3,0,1,,NA,,,,,,,,
030419-F,2.726899384,F,English,Tigger Too,RMS,SLu,0,0,1,SF,2,3,5,0,1,,NA,,,,,,,,
030419-F,2.726899384,F,English,Tigger Too,RMS,SLu,0,0,1,SF,3,5,6,1,0,1,NA,,,,,,,,
030419-F,2.726899384,F,English,Tigger Too,RMS,SLu,0,0,1,SF,4,2,4,0,0,0,NA,,,,,,,,
030419-F,2.726899384,F,English,Tigger Too,RMS,SLu,0,0,1,SF,5,4,5,1,1,,NA,,,,,,,,
030419-F,2.726899384,F,English,Tigger Too,RMS,SLu,0,0,1,SF,6,3,4,1,1,,NA,,,,,,,,
030419-F,2.726899384,F,English,Tigger Too,RMS,SLu,0,0,1,SF,7,5,7,0,1,,NA,,,,,,,,
030419-F,2.726899384,F,English,Tigger Too,RMS,SLu,0,0,1,SF,8,1,3,0,1,,NA,,,,,,,,
030419-F,2.726899384,F,English,Tigger Too,RMS,SLu,0,0,1,SF,9,2,3,1,0,0,NA,,,,,,,,
030419-F,2.726899384,F,English,Tigger Too,RMS,SLu,0,0,1,SF,10,4,6,0,0,,NA,,,,,,,,
030419-F,2.726899384,F,English,Tigger Too,RMS,SLu,0,0,1,Give_N,1,1,1,1,NA,NA,0,,,,,,,,
030419-F,2.726899384,F,English,Tigger Too,RMS,SLu,0,0,1,Give_N,2,2,2,1,NA,NA,0,,,,,,,,
030419-F,2.726899384,F,English,Tigger Too,RMS,SLu,0,0,1,Give_N,3,3,3,1,NA,NA,0,,,,,,,,
030419-F,2.726899384,F,English,Tigger Too,RMS,SLu,0,0,1,Give_N,4,4,2,0,NA,NA,0,,,,,,,,
030419-F,2.726899384,F,English,Tigger Too,RMS,SLu,0,0,1,Give_N,5,3,2,0,NA,NA,0,,,,,,,,
030419-F,2.726899384,F,English,Tigger Too,RMS,SLu,0,0,1,Give_N,6,2,4,0,NA,NA,0,,,,,,,,
030419-F,2.726899384,F,English,Tigger Too,RMS,SLu,0,0,1,Give_N,7,1,1,1,NA,NA,0,,,,,,,,
030419-F,2.726899384,F,English,Tigger Too,RMS,SLu,0,0,1,Give_N,8,2,3,0,NA,NA,0,,,,,,,,
030419-F,2.726899384,F,English,Tigger Too,RMS,SLu,0,0,1,Give_N,9,1,1,1,NA,NA,0,,,,,,,,
030419-F,2.726899384,F,English,Tigger Too,RMS,SLu,0,0,1,Give_N,10,NA,NA,NA,NA,NA,NA,,1,no data,,,,,
030419-F,2.726899384,F,English,Tigger Too,RMS,SLu,0,0,1,Give_N,11,NA,NA,NA,NA,NA,NA,,1,no data,,,,,
030419-F,2.726899384,F,English,Tigger Too,RMS,SLu,0,0,1,Give_N,12,NA,NA,NA,NA,NA,NA,,1,no data,,,,,
030419-F,2.726899384,F,English,Tigger Too,RMS,SLu,0,0,1,Give_N,13,NA,NA,NA,NA,NA,NA,,1,no data,,,,,
030419-F,2.726899384,F,English,Tigger Too,RMS,SLu,0,0,1,Highest_count,NA,NA,12,NA,NA,NA,NA,,0,,,,,,
030419-F,2.726899384,F,English,Tigger Too,RMS,SLu,0,0,1,HC_error,NA,NA,14,NA,NA,NA,NA,,,,,,,,
030419-H,3.89596167,F,English,Lighthouse Canada,RMS,SLu,0,,3,SF,Training,0,NR,0,0,1,NA,,,,,,,,
030419-H,3.89596167,F,English,Lighthouse Canada,RMS,SLu,0,0,3,SF,1,1,2,1,1,,NA,,,,,,,,
030419-H,3.89596167,F,English,Lighthouse Canada,RMS,SLu,0,0,3,SF,2,3,5,0,1,,NA,,,,,,,,
030419-H,3.89596167,F,English,Lighthouse Canada,RMS,SLu,0,0,3,SF,3,5,7,0,0,,NA,,,,,,,,
030419-H,3.89596167,F,English,Lighthouse Canada,RMS,SLu,0,0,3,SF,4,2,3,1,1,,NA,,,,,,,,
030419-H,3.89596167,F,English,Lighthouse Canada,RMS,SLu,0,0,3,SF,5,4,6,0,0,1,NA,,,,,,,,
030419-H,3.89596167,F,English,Lighthouse Canada,RMS,SLu,0,0,3,SF,6,3,5,0,1,,NA,,,,,,,,
030419-H,3.89596167,F,English,Lighthouse Canada,RMS,SLu,0,0,3,SF,7,5,7,0,1,,NA,,,,,,,,
030419-H,3.89596167,F,English,Lighthouse Canada,RMS,SLu,0,0,3,SF,8,1,2,1,0,1,NA,,,,,,,,
030419-H,3.89596167,F,English,Lighthouse Canada,RMS,SLu,0,0,3,SF,9,2,3,1,0,1,NA,,,,,,,,
030419-H,3.89596167,F,English,Lighthouse Canada,RMS,SLu,0,0,3,SF,10,4,6,0,0,1,NA,,,,,,,,
030419-H,3.89596167,F,English,Lighthouse Canada,RMS,SLu,0,0,3,Give_N,1,1,1,1,NA,NA,0,,,,,,,,
030419-H,3.89596167,F,English,Lighthouse Canada,RMS,SLu,0,0,3,Give_N,2,2,2,1,NA,NA,0,,,,,,,,
030419-H,3.89596167,F,English,Lighthouse Canada,RMS,SLu,0,0,3,Give_N,3,3,3,1,NA,NA,0,,,,,,,,
030419-H,3.89596167,F,English,Lighthouse Canada,RMS,SLu,0,0,3,Give_N,4,4,10,0,NA,NA,0,,,,,,,,
030419-H,3.89596167,F,English,Lighthouse Canada,RMS,SLu,0,0,3,Give_N,5,3,3,1,NA,NA,0,,,,,,,,
030419-H,3.89596167,F,English,Lighthouse Canada,RMS,SLu,0,0,3,Give_N,6,NA,NA,NA,NA,NA,NA,,1,no data,,,,,
030419-H,3.89596167,F,English,Lighthouse Canada,RMS,SLu,0,0,3,Give_N,7,NA,NA,NA,NA,NA,NA,,1,no data,,,,,
030419-H,3.89596167,F,English,Lighthouse Canada,RMS,SLu,0,0,3,Give_N,8,NA,NA,NA,NA,NA,NA,,1,no data,,,,,
030419-H,3.89596167,F,English,Lighthouse Canada,RMS,SLu,0,0,3,Give_N,9,NA,NA,NA,NA,NA,NA,,1,no data,,,,,
030419-H,3.89596167,F,English,Lighthouse Canada,RMS,SLu,0,0,3,Give_N,10,NA,NA,NA,NA,NA,NA,,1,no data,,,,,
030419-H,3.89596167,F,English,Lighthouse Canada,RMS,SLu,0,0,3,Give_N,11,NA,NA,NA,NA,NA,NA,,1,no data,,,,,
030419-H,3.89596167,F,English,Lighthouse Canada,RMS,SLu,0,0,3,Give_N,12,NA,NA,NA,NA,NA,NA,,1,no data,,,,,
030419-H,3.89596167,F,English,Lighthouse Canada,RMS,SLu,0,0,3,Give_N,13,NA,NA,NA,NA,NA,NA,,1,no data,,,,,
030419-H,3.89596167,F,English,Lighthouse Canada,RMS,SLu,0,0,3,Highest_count,NA,NA,12,NA,NA,NA,NA,,0,,,,,,
030419-H,3.89596167,F,English,Lighthouse Canada,RMS,SLu,0,0,3,HC_error,NA,NA,6,NA,NA,NA,NA,,,,,,,,
030419-LM,3.255304586,F,English,Lighthouse Canada,AP,SLu,0,,3,SF,Training,0,1,1,0,0,NA,,,,,,,,
030419-LM,3.255304586,F,English,Lighthouse Canada,AP,SLu,0,0,3,SF,1,1,2,1,1,,NA,,,,,,,,
030419-LM,3.255304586,F,English,Lighthouse Canada,AP,SLu,0,0,3,SF,2,3,4,1,1,,NA,,,,,,,,
030419-LM,3.255304586,F,English,Lighthouse Canada,AP,SLu,0,0,3,SF,3,5,7,0,1,,NA,,,,,,,,
030419-LM,3.255304586,F,English,Lighthouse Canada,AP,SLu,0,0,3,SF,4,2,4,0,1,,NA,,,,,,,,
030419-LM,3.255304586,F,English,Lighthouse Canada,AP,SLu,0,0,3,SF,5,4,6,0,1,,NA,,,,,,,,
030419-LM,3.255304586,F,English,Lighthouse Canada,AP,SLu,0,0,3,SF,6,3,5,0,1,,NA,,,,,,,,
030419-LM,3.255304586,F,English,Lighthouse Canada,AP,SLu,0,0,3,SF,7,5,7,0,1,,NA,,,,,,,,
030419-LM,3.255304586,F,English,Lighthouse Canada,AP,SLu,0,0,3,SF,8,1,2,1,1,,NA,,,,,,,,
030419-LM,3.255304586,F,English,Lighthouse Canada,AP,SLu,0,0,3,SF,9,2,3,1,0,1,NA,,,,,,,,
030419-LM,3.255304586,F,English,Lighthouse Canada,AP,SLu,0,0,3,SF,10,4,6,0,1,,NA,,,,,,,,
030419-LM,3.255304586,F,English,Lighthouse Canada,AP,SLu,0,0,3,Give_N,1,1,1,1,NA,NA,0,,,,,,,,
030419-LM,3.255304586,F,English,Lighthouse Canada,AP,SLu,0,0,3,Give_N,2,2,2,1,NA,NA,0,,,,,,,,
030419-LM,3.255304586,F,English,Lighthouse Canada,AP,SLu,0,0,3,Give_N,3,3,3,1,NA,NA,1,,,,,,,,
030419-LM,3.255304586,F,English,Lighthouse Canada,AP,SLu,0,0,3,Give_N,4,4,5,0,NA,NA,1,,,,,,,,
030419-LM,3.255304586,F,English,Lighthouse Canada,AP,SLu,0,0,3,Give_N,5,3,3,1,NA,NA,1,,,,,,,,
030419-LM,3.255304586,F,English,Lighthouse Canada,AP,SLu,0,0,3,Give_N,6,4,9,0,NA,NA,1,,,,,,,,
030419-LM,3.255304586,F,English,Lighthouse Canada,AP,SLu,0,0,3,Give_N,7,NA,NA,NA,NA,NA,NA,,1,no data,,,,,
030419-LM,3.255304586,F,English,Lighthouse Canada,AP,SLu,0,0,3,Give_N,8,NA,NA,NA,NA,NA,NA,,1,no data,,,,,
030419-LM,3.255304586,F,English,Lighthouse Canada,AP,SLu,0,0,3,Give_N,9,NA,NA,NA,NA,NA,NA,,1,no data,,,,,
030419-LM,3.255304586,F,English,Lighthouse Canada,AP,SLu,0,0,3,Give_N,10,NA,NA,NA,NA,NA,NA,,1,no data,,,,,
030419-LM,3.255304586,F,English,Lighthouse Canada,AP,SLu,0,0,3,Give_N,11,NA,NA,NA,NA,NA,NA,,1,no data,,,,,
030419-LM,3.255304586,F,English,Lighthouse Canada,AP,SLu,0,0,3,Give_N,12,NA,NA,NA,NA,NA,NA,,1,no data,,,,,
030419-LM,3.255304586,F,English,Lighthouse Canada,AP,SLu,0,0,3,Give_N,13,NA,NA,NA,NA,NA,NA,,1,no data,,,,,
030419-LM,3.255304586,F,English,Lighthouse Canada,AP,SLu,0,0,3,Highest_count,NA,NA,8,NA,NA,NA,NA,,0,,,,,,
030419-LM,3.255304586,F,English,Lighthouse Canada,AP,SLu,0,0,3,HC_error,NA,NA,7,NA,NA,NA,NA,,,,,,,,
030419-LP,3.520876112,M,English,Tigger Too,RMS,SLu,1,DNF - asked to stop,DNF,SF,Training,0,1,1,0,1,NA,,,,,,,,
030419-LP,3.520876112,M,English,Tigger Too,RMS,SLu,1,DNF - asked to stop,DNF,SF,1,1,2,1,0,1,NA,,,,,,,,
030419-LP,3.520876112,M,English,Tigger Too,RMS,SLu,1,DNF - asked to stop,DNF,SF,2,3,5,0,1,,NA,,,,,,,,
030419-LP,3.520876112,M,English,Tigger Too,RMS,SLu,1,DNF - asked to stop,DNF,SF,3,5,6,1,0,0,NA,,,,,,,,
030419-LP,3.520876112,M,English,Tigger Too,RMS,SLu,1,DNF - asked to stop,DNF,SF,4,2,4,0,1,,NA,,,,,,,,
030419-LP,3.520876112,M,English,Tigger Too,RMS,SLu,1,DNF - asked to stop,DNF,SF,5,4,DNF,0,0,0,NA,Asked to stop,,,,,,,
030419-LP,3.520876112,M,English,Tigger Too,RMS,SLu,1,DNF - asked to stop,DNF,SF,6,3,DNF,0,NA,NA,NA,,,,,,,,
030419-LP,3.520876112,M,English,Tigger Too,RMS,SLu,1,DNF - asked to stop,DNF,SF,7,5,DNF,0,NA,NA,NA,,,,,,,,
030419-LP,3.520876112,M,English,Tigger Too,RMS,SLu,1,DNF - asked to stop,DNF,SF,8,1,NA,NA,NA,NA,NA,,1,no data,,,,,
030419-LP,3.520876112,M,English,Tigger Too,RMS,SLu,1,DNF - asked to stop,DNF,SF,9,2,DNF,0,NA,NA,NA,,,,,,,,
030419-LP,3.520876112,M,English,Tigger Too,RMS,SLu,1,DNF - asked to stop,DNF,SF,10,4,DNF,0,NA,NA,NA,,,,,,,,
030419-LP,3.520876112,M,English,Tigger Too,RMS,SLu,1,DNF - asked to stop,DNF,Give_N,1,NA,DNF,0,NA,NA,NA,,,,,,,,
030419-LP,3.520876112,M,English,Tigger Too,RMS,SLu,1,DNF - asked to stop,DNF,Give_N,2,NA,DNF,0,NA,NA,NA,,,,,,,,
030419-LP,3.520876112,M,English,Tigger Too,RMS,SLu,1,DNF - asked to stop,DNF,Give_N,3,NA,DNF,0,NA,NA,NA,,,,,,,,
030419-LP,3.520876112,M,English,Tigger Too,RMS,SLu,1,DNF - asked to stop,DNF,Give_N,4,NA,DNF,0,NA,NA,NA,,,,,,,,
030419-LP,3.520876112,M,English,Tigger Too,RMS,SLu,1,DNF - asked to stop,DNF,Give_N,5,NA,DNF,0,NA,NA,NA,,,,,,,,
030419-LP,3.520876112,M,English,Tigger Too,RMS,SLu,1,DNF - asked to stop,DNF,Give_N,6,NA,DNF,0,NA,NA,NA,,,,,,,,
030419-LP,3.520876112,M,English,Tigger Too,RMS,SLu,1,DNF - asked to stop,DNF,Give_N,7,NA,DNF,0,NA,NA,NA,,,,,,,,
030419-LP,3.520876112,M,English,Tigger Too,RMS,SLu,1,DNF - asked to stop,DNF,Give_N,8,NA,DNF,0,NA,NA,NA,,,,,,,,
030419-LP,3.520876112,M,English,Tigger Too,RMS,SLu,1,DNF - asked to stop,DNF,Give_N,9,NA,DNF,0,NA,NA,NA,,,,,,,,
030419-LP,3.520876112,M,English,Tigger Too,RMS,SLu,1,DNF - asked to stop,DNF,Give_N,10,NA,DNF,0,NA,NA,NA,,,,,,,,
030419-LP,3.520876112,M,English,Tigger Too,RMS,SLu,1,DNF - asked to stop,DNF,Give_N,11,NA,DNF,0,NA,NA,NA,,,,,,,,
030419-LP,3.520876112,M,English,Tigger Too,RMS,SLu,1,DNF - asked to stop,DNF,Give_N,12,NA,DNF,0,NA,NA,NA,,,,,,,,
030419-LP,3.520876112,M,English,Tigger Too,RMS,SLu,1,DNF - asked to stop,DNF,Give_N,13,NA,DNF,0,NA,NA,NA,,,,,,,,
030419-LP,3.520876112,M,English,Tigger Too,RMS,SLu,1,DNF - asked to stop,DNF,Highest_count,NA,NA,DNF,NA,NA,NA,NA,,0,,,,,,
030419-LP,3.520876112,M,English,Tigger Too,RMS,SLu,1,DNF - asked to stop,DNF,HC_error,NA,NA,DNF,NA,NA,NA,NA,,,,,,,,
030419-OH,4.076659822,M,English,Lighthouse Canada,AP,SLu,0,,2,SF,Training,0,1,1,0,1,NA,,,,,,,,
030419-OH,4.076659822,M,English,Lighthouse Canada,AP,SLu,0,0,2,SF,1,1,2,1,1,,NA,,,,,,,,
030419-OH,4.076659822,M,English,Lighthouse Canada,AP,SLu,0,0,2,SF,2,3,4,1,1,,NA,,,,,,,,
